Date,Open,High,Low,Close,Adj Close,Volume
2000-05-05,6180.0,6180.0,6180.0,6180.0,4521.1416015625,0
2000-05-08,6400.0,6700.0,6300.0,6560.0,4799.140625,52695000
2000-05-09,6560.0,6560.0,6560.0,6560.0,4799.140625,0
2000-05-10,6320.0,6390.0,6270.0,6350.0,4645.51025390625,27620000
2000-05-11,6350.0,6350.0,6350.0,6350.0,4645.51025390625,0
2000-05-12,6420.0,6440.0,6160.0,6160.0,4506.51025390625,47170000
2000-05-15,6290.0,6530.0,6220.0,6440.0,4711.35205078125,47120000
2000-05-16,6510.0,6800.0,6510.0,6800.0,4974.71875,39620000
2000-05-17,7000.0,7340.0,6920.0,6920.0,5062.50732421875,76235000
2000-05-18,6740.0,7000.0,6680.0,6800.0,4974.71875,36580000
2000-05-19,6740.0,6900.0,6600.0,6900.0,5047.87744140625,41450000
2000-05-22,6720.0,6830.0,6620.0,6670.0,4879.61328125,36385000
2000-05-23,6500.0,6700.0,6350.0,6380.0,4667.45751953125,41290000
2000-05-24,6160.0,6370.0,5920.0,6200.0,4535.77392578125,72150000
2000-05-25,6330.0,6380.0,5930.0,6000.0,4389.458984375,85965000
2000-05-26,5900.0,5990.0,5600.0,5600.0,4096.826171875,67100000
2000-05-29,5260.0,5680.0,5240.0,5460.0,3994.40625,67130000
2000-05-30,5460.0,5460.0,5460.0,5460.0,3994.40625,0
2000-05-31,6000.0,6290.0,5960.0,6160.0,4506.51025390625,83935000
2000-06-01,6200.0,6410.0,6120.0,6300.0,4608.93115234375,50230000
2000-06-02,6690.0,6900.0,6510.0,6620.0,4843.0361328125,84385000
2000-06-05,6920.0,6980.0,6680.0,6740.0,4930.82421875,48010000
2000-06-06,6740.0,6740.0,6740.0,6740.0,4930.82421875,0
2000-06-07,6600.0,6980.0,6510.0,6800.0,4974.71875,53365000
2000-06-08,6660.0,6960.0,6530.0,6530.0,4777.19384765625,58550000
2000-06-09,6600.0,7040.0,6530.0,7020.0,5135.66650390625,63860000
2000-06-12,7200.0,7280.0,7030.0,7190.0,5260.033203125,49515000
2000-06-13,7060.0,7100.0,6870.0,7060.0,5164.92919921875,42495000
2000-06-14,7230.0,7640.0,7090.0,7640.0,5589.244140625,63020000
2000-06-15,7560.0,7560.0,7000.0,7000.0,5121.03369140625,61225000
2000-06-16,6900.0,6960.0,6710.0,6740.0,4930.82421875,66455000
2000-06-19,6600.0,6950.0,6550.0,6700.0,4901.56201171875,53560000
2000-06-20,6940.0,7180.0,6830.0,7140.0,5223.45556640625,59790000
2000-06-21,7300.0,7380.0,7070.0,7080.0,5179.56005859375,37585000
2000-06-22,7240.0,7270.0,6960.0,7040.0,5150.29638671875,33635000
2000-06-23,6980.0,7010.0,6860.0,7000.0,5121.03369140625,29215000
2000-06-26,7100.0,7360.0,6990.0,7210.0,5274.6669921875,39980000
2000-06-27,7320.0,7440.0,7190.0,7310.0,5347.822265625,45535000
2000-06-28,7220.0,7540.0,7220.0,7520.0,5501.45361328125,47295000
2000-06-29,7600.0,7740.0,7380.0,7490.0,5479.50634765625,61120000
2000-06-30,7440.0,7540.0,7290.0,7380.0,5399.03515625,35250000
2000-07-03,7440.0,7550.0,7420.0,7500.0,5486.82275390625,25975000
2000-07-04,7600.0,7620.0,7350.0,7350.0,5377.087890625,32810000
2000-07-05,7390.0,7520.0,7350.0,7430.0,5435.61328125,24895000
2000-07-06,7240.0,7350.0,7180.0,7300.0,5340.50830078125,60340000
2000-07-07,7340.0,7460.0,7230.0,7360.0,5384.40185546875,40580000
2000-07-10,7440.0,7630.0,7410.0,7600.0,5559.97900390625,42505000
2000-07-11,7580.0,7740.0,7450.0,7450.0,5450.24462890625,34945000
2000-07-12,7520.0,7660.0,7460.0,7640.0,5589.244140625,40140000
2000-07-13,7700.0,7880.0,7570.0,7760.0,5677.03271484375,48805000
2000-07-14,7780.0,7840.0,7540.0,7550.0,5523.400390625,30425000
2000-07-17,7550.0,7550.0,7550.0,7550.0,5523.400390625,0
2000-07-18,7550.0,7620.0,7440.0,7460.0,5457.560546875,19605000
2000-07-19,7550.0,7620.0,7440.0,7460.0,5457.560546875,19605000
2000-07-20,7060.0,7110.0,6840.0,6900.0,5047.87744140625,40315000
2000-07-21,6960.0,7050.0,6760.0,6920.0,5062.50732421875,48395000
2000-07-24,6640.0,6740.0,6360.0,6380.0,4667.45751953125,49015000
2000-07-25,6310.0,6400.0,6120.0,6280.0,4594.29931640625,56735000
2000-07-26,6400.0,6580.0,6360.0,6550.0,4791.82568359375,54745000
2000-07-27,6220.0,6360.0,6100.0,6230.0,4557.7197265625,43540000
2000-07-28,5800.0,5910.0,5710.0,5730.0,4191.931640625,83035000
2000-07-31,5730.0,5910.0,5550.0,5900.0,4316.29931640625,46615000
2000-08-01,5960.0,6270.0,5870.0,6220.0,4550.40576171875,53120000
2000-08-02,6100.0,6170.0,5930.0,6070.0,4440.6669921875,37190000
2000-08-03,6180.0,6180.0,5970.0,6030.0,4411.40478515625,27815000
2000-08-04,5930.0,6010.0,5850.0,5920.0,4330.931640625,23605000
2000-08-07,5740.0,5770.0,5580.0,5580.0,4082.195068359375,28765000
2000-08-08,5660.0,5750.0,5570.0,5580.0,4082.195068359375,33475000
2000-08-09,5680.0,6040.0,5680.0,6000.0,4389.458984375,39570000
2000-08-10,6000.0,6160.0,5860.0,6160.0,4506.51025390625,40830000
2000-08-11,6000.0,6070.0,5880.0,5960.0,4360.19384765625,33840000
2000-08-14,6060.0,6160.0,6000.0,6020.0,4404.08935546875,23730000
2000-08-15,6020.0,6020.0,6020.0,6020.0,4404.08935546875,0
2000-08-16,6500.0,6530.0,6330.0,6420.0,4696.72021484375,51915000
2000-08-17,6480.0,6560.0,6340.0,6440.0,4711.35205078125,36345000
2000-08-18,6500.0,6520.0,6200.0,6200.0,4535.77392578125,21370000
2000-08-21,6200.0,6340.0,6190.0,6270.0,4586.98486328125,20950000
2000-08-22,6260.0,6470.0,6240.0,6460.0,4725.98291015625,27710000
2000-08-23,6450.0,6450.0,6160.0,6190.0,4528.45751953125,27905000
2000-08-24,6260.0,6300.0,6100.0,6220.0,4550.40576171875,31700000
2000-08-25,6180.0,6400.0,6110.0,6400.0,4682.08642578125,21960000
2000-08-28,6340.0,6380.0,6260.0,6330.0,4630.87890625,17630000
2000-08-29,6320.0,6380.0,6160.0,6220.0,4550.40576171875,16765000
2000-08-30,6140.0,6190.0,6020.0,6030.0,4411.40478515625,23735000
2000-08-31,5900.0,5900.0,5380.0,5470.0,4001.72265625,114120000
2000-09-01,5540.0,5600.0,5420.0,5540.0,4052.93408203125,49955000
2000-09-04,5440.0,5550.0,5310.0,5340.0,3906.617919921875,28625000
2000-09-05,5260.0,5340.0,5030.0,5150.0,3767.618896484375,79765000
2000-09-06,5200.0,5280.0,5090.0,5150.0,3767.618896484375,53120000
2000-09-07,4940.0,4980.0,4760.0,4790.0,3504.251953125,83905000
2000-09-08,4900.0,4930.0,4790.0,4880.0,3570.092529296875,57170000
2000-09-11,4880.0,4880.0,4880.0,4880.0,3570.092529296875,0
2000-09-12,4880.0,4880.0,4880.0,4880.0,3570.092529296875,0
2000-09-13,4880.0,4880.0,4880.0,4880.0,3570.092529296875,0
2000-09-14,4600.0,4710.0,4440.0,4710.0,3445.723388671875,106130000
2000-09-15,4500.0,4620.0,4300.0,4350.0,3182.356689453125,82695000
2000-09-18,4010.0,4120.0,3700.0,3970.0,2904.358642578125,146305000
2000-09-19,3990.0,4370.0,3900.0,4160.0,3043.357666015625,100525000
2000-09-20,4600.0,4660.0,4460.0,4600.0,3365.251220703125,103410000
2000-09-21,4590.0,4660.0,4320.0,4400.0,3218.93603515625,65445000
2000-09-22,3840.0,4050.0,3780.0,3800.0,2779.989501953125,103265000
2000-09-25,3880.0,4110.0,3840.0,4090.0,2992.1474609375,65985000
2000-09-26,3900.0,4040.0,3900.0,4000.0,2926.30517578125,58430000
2000-09-27,4000.0,4100.0,3960.0,4030.0,2948.251953125,69795000
2000-09-28,4100.0,4190.0,4030.0,4060.0,2970.200439453125,52470000
2000-09-29,4120.0,4120.0,3940.0,4040.0,2955.568359375,57535000
2000-10-02,3840.0,3880.0,3760.0,3810.0,2787.305419921875,41120000
2000-10-03,3810.0,3810.0,3810.0,3810.0,2787.305419921875,0
2000-10-04,3700.0,3950.0,3590.0,3890.0,2845.832275390625,82635000
2000-10-05,4020.0,4080.0,3940.0,3940.0,2882.4111328125,62745000
2000-10-06,3800.0,3900.0,3760.0,3900.0,2853.147705078125,54935000
2000-10-09,3820.0,3840.0,3680.0,3690.0,2699.517578125,63195000
2000-10-10,3700.0,3810.0,3590.0,3660.0,2677.569091796875,62145000
2000-10-11,3450.0,3460.0,3210.0,3220.0,2355.676025390625,103605000
2000-10-12,3140.0,3280.0,3140.0,3140.0,2297.149658203125,79535000
2000-10-13,3000.0,3090.0,2830.0,3030.0,2216.67578125,115295000
2000-10-16,3030.0,3030.0,3030.0,3030.0,2216.67578125,0
2000-10-17,2980.0,3080.0,2730.0,2740.0,2004.5191650390625,65300000
2000-10-18,2540.0,2760.0,2420.0,2730.0,1997.203125,164215000
2000-10-19,2730.0,3050.0,2690.0,2900.0,2121.571533203125,137720000
2000-10-20,3240.0,3330.0,3190.0,3330.0,2436.149169921875,118825000
2000-10-23,3490.0,3520.0,3160.0,3200.0,2341.043212890625,139960000
2000-10-24,3180.0,3420.0,3100.0,3340.0,2443.46435546875,97115000
2000-10-25,3200.0,3260.0,3130.0,3210.0,2348.360107421875,68730000
2000-10-26,2930.0,3030.0,2740.0,2890.0,2114.255859375,133290000
2000-10-27,2890.0,2890.0,2890.0,2890.0,2114.255859375,0
2000-10-30,2800.0,2880.0,2720.0,2750.0,2011.8341064453125,36830000
2000-10-31,2750.0,2850.0,2630.0,2850.0,2084.991943359375,63190000
2000-11-01,3000.0,3270.0,2960.0,3260.0,2384.939453125,94165000
2000-11-02,3200.0,3430.0,3170.0,3320.0,2428.833251953125,123180000
2000-11-03,3420.0,3470.0,3370.0,3440.0,2516.622802734375,80420000
2000-11-06,3460.0,3670.0,3380.0,3510.0,2567.833251953125,71865000
2000-11-07,3460.0,3550.0,3380.0,3440.0,2516.622802734375,53740000
2000-11-08,3400.0,3460.0,3280.0,3410.0,2494.6748046875,58215000
2000-11-09,3300.0,3430.0,3260.0,3400.0,2487.359375,52305000
2000-11-10,3360.0,3440.0,3320.0,3380.0,2472.728271484375,35140000
2000-11-13,3220.0,3260.0,3100.0,3150.0,2304.465576171875,51070000
2000-11-14,3210.0,3320.0,3210.0,3290.0,2406.885986328125,31755000
2000-11-15,3450.0,3460.0,3320.0,3390.0,2480.044189453125,55720000
2000-11-16,3400.0,3420.0,3250.0,3280.0,2399.5703125,37420000
2000-11-17,3180.0,3230.0,3150.0,3220.0,2355.676025390625,36225000
2000-11-20,3160.0,3210.0,3100.0,3100.0,2267.886962890625,26795000
2000-11-21,3080.0,3170.0,2970.0,3160.0,2311.78173828125,51620000
2000-11-22,3100.0,3220.0,3080.0,3140.0,2297.149658203125,37710000
2000-11-23,3140.0,3260.0,3140.0,3210.0,2348.360107421875,44645000
2000-11-24,3310.0,3400.0,3270.0,3400.0,2487.359375,45530000
2000-11-27,3600.0,3800.0,3570.0,3780.0,2765.3583984375,100220000
2000-11-28,3650.0,3650.0,3500.0,3520.0,2575.148193359375,59770000
2000-11-29,3300.0,3350.0,3200.0,3220.0,2355.676025390625,54300000
2000-11-30,3220.0,3290.0,3150.0,3240.0,2370.306884765625,63315000
2000-12-01,3080.0,3220.0,3040.0,3180.0,2326.412353515625,96425000
2000-12-04,3220.0,3250.0,3080.0,3100.0,2267.886962890625,51875000
2000-12-05,3160.0,3250.0,3120.0,3240.0,2370.306884765625,58400000
2000-12-06,3410.0,3430.0,3210.0,3210.0,2348.360107421875,95890000
2000-12-07,3210.0,3260.0,3160.0,3260.0,2384.939453125,43020000
2000-12-08,3260.0,3390.0,3260.0,3370.0,2465.412109375,47575000
2000-12-11,3480.0,3630.0,3480.0,3580.0,2619.043212890625,70575000
2000-12-12,3580.0,3650.0,3500.0,3500.0,2560.516845703125,73745000
2000-12-13,3500.0,3780.0,3500.0,3780.0,2765.3583984375,84140000
2000-12-14,3620.0,3680.0,3560.0,3620.0,2648.30615234375,66965000
2000-12-15,3620.0,3640.0,3480.0,3490.0,2553.200927734375,52960000
2000-12-18,3500.0,3590.0,3490.0,3560.0,2604.410888671875,34350000
2000-12-19,3560.0,3570.0,3510.0,3530.0,2582.464599609375,25445000
2000-12-20,3420.0,3450.0,3320.0,3340.0,2443.46435546875,53675000
2000-12-21,3120.0,3300.0,3070.0,3240.0,2370.306884765625,76625000
2000-12-22,3240.0,3300.0,3130.0,3140.0,2297.149658203125,63760000
2000-12-25,3140.0,3140.0,3140.0,3140.0,2297.149658203125,0
2000-12-26,3230.0,3240.0,3160.0,3160.0,2311.78173828125,60430000
2000-12-27,3160.0,3160.0,3160.0,3160.0,2311.78173828125,0
2000-12-28,3160.0,3160.0,3160.0,3160.0,2311.78173828125,0
2000-12-29,3160.0,3160.0,3160.0,3160.0,2311.78173828125,0
2001-01-01,3160.0,3160.0,3160.0,3160.0,2311.78173828125,0
2001-01-02,3160.0,3380.0,3140.0,3350.0,2450.781005859375,39455000
2001-01-03,3230.0,3420.0,3220.0,3370.0,2465.412109375,37855000
2001-01-04,3790.0,3870.0,3660.0,3780.0,2765.3583984375,119910000
2001-01-05,3760.0,3920.0,3700.0,3900.0,2853.147705078125,78135000
2001-01-08,3820.0,3910.0,3780.0,3880.0,2838.516357421875,42295000
2001-01-09,3830.0,3860.0,3710.0,3840.0,2809.252685546875,46280000
2001-01-10,3780.0,3810.0,3700.0,3710.0,2714.14794921875,41235000
2001-01-11,3790.0,3790.0,3640.0,3640.0,2662.9384765625,31410000
2001-01-12,3800.0,3890.0,3770.0,3840.0,2809.252685546875,52900000
2001-01-15,3860.0,4020.0,3840.0,3920.0,2867.778564453125,51460000
2001-01-16,3960.0,4200.0,3850.0,4140.0,3028.72607421875,52065000
2001-01-17,4060.0,4240.0,4060.0,4220.0,3087.25244140625,52570000
2001-01-18,4240.0,4530.0,4240.0,4400.0,3218.93603515625,57685000
2001-01-19,4700.0,4700.0,4520.0,4600.0,3365.251220703125,54245000
2001-01-22,4600.0,4600.0,4470.0,4550.0,3328.671630859375,42250000
2001-01-23,4550.0,4550.0,4550.0,4550.0,3328.671630859375,0
2001-01-24,4550.0,4550.0,4550.0,4550.0,3328.671630859375,0
2001-01-25,4550.0,4550.0,4550.0,4550.0,3328.671630859375,0
2001-01-26,4450.0,4480.0,3970.0,3980.0,2911.673828125,91025000
2001-01-29,4000.0,4100.0,3960.0,4020.0,2940.936767578125,47245000
2001-01-30,4100.0,4170.0,4070.0,4110.0,3006.7783203125,39350000
2001-01-31,4090.0,4400.0,4090.0,4400.0,3218.93603515625,53045000
2001-02-01,4270.0,4420.0,4190.0,4270.0,3123.830810546875,39730000
2001-02-02,4290.0,4390.0,4220.0,4290.0,3138.46240234375,27330000
2001-02-05,4170.0,4200.0,3990.0,4030.0,2948.251953125,47135000
2001-02-06,3980.0,4020.0,3910.0,4010.0,2933.62060546875,31545000
2001-02-07,3960.0,3990.0,3900.0,3900.0,2853.147705078125,23130000
2001-02-08,3920.0,4060.0,3890.0,4060.0,2970.200439453125,34685000
2001-02-09,4040.0,4100.0,3980.0,4070.0,2977.515380859375,25230000
2001-02-12,3840.0,4050.0,3840.0,3970.0,2904.358642578125,36110000
2001-02-13,4040.0,4100.0,3970.0,3980.0,2911.673828125,22295000
2001-02-14,3920.0,4040.0,3900.0,3980.0,2911.673828125,19710000
2001-02-15,4200.0,4210.0,4100.0,4130.0,3021.410400390625,34930000
2001-02-16,4150.0,4310.0,4130.0,4250.0,3109.19970703125,46375000
2001-02-19,4180.0,4210.0,4100.0,4190.0,3065.30517578125,22880000
2001-02-20,4190.0,4280.0,4180.0,4240.0,3101.883544921875,18175000
2001-02-21,4160.0,4200.0,4140.0,4160.0,3043.357666015625,19500000
2001-02-22,4080.0,4100.0,3940.0,4010.0,2933.62060546875,43605000
2001-02-23,3920.0,3970.0,3830.0,3840.0,2809.252685546875,76855000
2001-02-26,3850.0,3860.0,3780.0,3840.0,2809.252685546875,35665000
2001-02-27,3840.0,3940.0,3790.0,3790.0,2772.674560546875,38695000
2001-02-28,3700.0,3780.0,3700.0,3740.0,2736.094970703125,28715000
2001-03-01,3740.0,3740.0,3740.0,3740.0,2736.094970703125,0
2001-03-02,3700.0,3700.0,3580.0,3610.0,2640.989990234375,44500000
2001-03-05,3530.0,3720.0,3530.0,3720.0,2721.464599609375,24620000
2001-03-06,3820.0,3850.0,3760.0,3800.0,2779.989501953125,25500000
2001-03-07,3960.0,4010.0,3900.0,4000.0,2926.30517578125,52640000
2001-03-08,3950.0,4010.0,3910.0,4010.0,2933.62060546875,31360000
2001-03-09,3940.0,3940.0,3820.0,3840.0,2809.252685546875,30800000
2001-03-12,3700.0,3760.0,3650.0,3670.0,2684.88525390625,38610000
2001-03-13,3570.0,3650.0,3540.0,3640.0,2662.9384765625,33815000
2001-03-14,3640.0,3640.0,3640.0,3640.0,2662.9384765625,0
2001-03-15,3790.0,3930.0,3760.0,3920.0,2867.778564453125,29370000
2001-03-16,3880.0,3920.0,3830.0,3890.0,2845.832275390625,23315000
2001-03-19,3810.0,3880.0,3770.0,3800.0,2779.989501953125,24865000
2001-03-20,3900.0,3920.0,3820.0,3820.0,2794.6220703125,21455000
2001-03-21,3720.0,3900.0,3700.0,3870.0,2831.20068359375,40550000
2001-03-22,3980.0,3990.0,3920.0,3980.0,2911.673828125,37465000
2001-03-23,4090.0,4370.0,4080.0,4300.0,3145.778564453125,91755000
2001-03-26,4400.0,4430.0,4340.0,4340.0,3175.041015625,42870000
2001-03-27,4300.0,4310.0,4120.0,4150.0,3036.04248046875,31345000
2001-03-28,4260.0,4260.0,4150.0,4150.0,3036.04248046875,26075000
2001-03-29,4090.0,4180.0,4040.0,4090.0,2992.1474609375,29920000
2001-03-30,4110.0,4170.0,4040.0,4160.0,3043.357666015625,30100000
2001-04-02,4040.0,4100.0,3960.0,3990.0,2918.989990234375,39140000
2001-04-03,3810.0,3870.0,3790.0,3800.0,2779.989501953125,46070000
2001-04-04,3700.0,3740.0,3630.0,3660.0,2677.569091796875,62280000
2001-04-05,3660.0,3660.0,3660.0,3660.0,2677.569091796875,0
2001-04-06,3960.0,3960.0,3780.0,3840.0,2809.252685546875,85290000
2001-04-09,3790.0,3810.0,3710.0,3710.0,2714.14794921875,25840000
2001-04-10,3710.0,3740.0,3610.0,3640.0,2662.9384765625,39175000
2001-04-11,3780.0,3800.0,3720.0,3720.0,2721.464599609375,44515000
2001-04-12,3940.0,4090.0,3900.0,4010.0,2933.62060546875,73660000
2001-04-13,4100.0,4150.0,4030.0,4060.0,2970.200439453125,38840000
2001-04-16,4060.0,4080.0,3940.0,3940.0,2882.4111328125,10200000
2001-04-17,3920.0,4020.0,3850.0,3970.0,2904.358642578125,16815000
2001-04-18,4110.0,4280.0,4070.0,4280.0,3131.147216796875,47790000
2001-04-19,4620.0,4920.0,4580.0,4700.0,3438.4091796875,131305000
2001-04-20,4720.0,4780.0,4490.0,4490.0,3284.77685546875,44905000
2001-04-23,4490.0,4610.0,4470.0,4540.0,3321.35595703125,31785000
2001-04-24,4410.0,4420.0,4330.0,4400.0,3218.93603515625,31185000
2001-04-25,4340.0,4520.0,4320.0,4520.0,3306.723876953125,26345000
2001-04-26,4340.0,4520.0,4320.0,4520.0,3306.723876953125,26345000
2001-04-27,4410.0,4450.0,4310.0,4340.0,3175.041015625,21695000
2001-04-30,4460.0,4620.0,4410.0,4580.0,3350.61962890625,38225000
2001-05-01,4580.0,4580.0,4580.0,4580.0,3350.61962890625,0
2001-05-02,4700.0,4700.0,4540.0,4580.0,3350.61962890625,36510000
2001-05-03,4620.0,4620.0,4490.0,4600.0,3365.251220703125,25895000
2001-05-04,4410.0,4510.0,4410.0,4460.0,3262.83056640625,32805000
2001-05-07,4500.0,4630.0,4480.0,4600.0,3365.251220703125,17945000
2001-05-08,4590.0,4620.0,4520.0,4590.0,3357.936279296875,16825000
2001-05-09,4560.0,4580.0,4490.0,4500.0,3292.09326171875,20695000
2001-05-10,4500.0,4560.0,4440.0,4500.0,3292.09326171875,24620000
2001-05-11,4460.0,4470.0,4400.0,4410.0,3226.251953125,27705000
2001-05-14,4420.0,4460.0,4400.0,4430.0,3240.883544921875,14310000
2001-05-15,4410.0,4450.0,4290.0,4340.0,3175.041015625,26420000
2001-05-16,4300.0,4370.0,4200.0,4210.0,3079.936767578125,25895000
2001-05-17,4400.0,4430.0,4340.0,4430.0,3240.883544921875,24105000
2001-05-18,4380.0,4420.0,4340.0,4410.0,3226.251953125,18915000
2001-05-21,4500.0,4620.0,4430.0,4580.0,3350.61962890625,28160000
2001-05-22,4720.0,4780.0,4620.0,4620.0,3379.883056640625,48830000
